184,225,-2,0.836357
184,225,-1,0.791344
184,225,0,0.675564
184,225,1,0.17728
184,225,2,0.144144
185,225,-2,0.906375
185,225,-1,0.932968
185,225,0,0.933655
185,225,1,0.847964
185,225,2,0.743046
186,225,-2,0.889678
186,225,-1,0.959973
186,225,0,0.928937
186,225,1,0.927289
186,225,2,0.856038
187,225,-2,0.789046
187,225,-1,0.879835
187,225,0,0.935722
187,225,1,0.93327
187,225,2,0.891701
188,225,-2,0.496257
188,225,-1,0.686728
188,225,0,0.765086
188,225,1,0.831717
188,225,2,0.815427
184,226,-2,0.860377
184,226,-1,0.826668
184,226,0,0.867562
184,226,1,0.200563
184,226,2,0.199896
185,226,-2,0.936752
185,226,-1,0.973839
185,226,0,0.997094
185,226,1,0.926454
185,226,2,0.815156
186,226,-2,0.938826
186,226,-1,0.987064
186,226,0,0.99927
186,226,1,0.986105
186,226,2,0.928652
187,226,-2,0.837312
187,226,-1,0.926692
187,226,0,0.998283
187,226,1,0.975321
187,226,2,0.941091
188,226,-2,0.655596
188,226,-1,0.733899
188,226,0,0.945885
188,226,1,0.894455
188,226,2,0.893582
184,227,-2,0.8705
184,227,-1,0.857622
184,227,0,0.880397
184,227,1,0.221804
184,227,2,0.121412
185,227,-2,0.960271
185,227,-1,0.986514
185,227,0,0.99854
185,227,1,0.928699
185,227,2,0.836001
186,227,-2,0.939343
186,227,-1,0.998037
186,227,0,0.999956
186,227,1,0.987295
186,227,2,0.928368
187,227,-2,0.86828
187,227,-1,0.962395
187,227,0,0.99959
187,227,1,0.987121
187,227,2,0.939513
188,227,-2,0.621695
188,227,-1,0.746939
188,227,0,0.992621
188,227,1,0.91571
188,227,2,0.934669
184,228,-2,0.799508
184,228,-1,0.811563
184,228,0,0.811959
184,228,1,0.155178
184,228,2,0.121177
185,228,-2,0.893093
185,228,-1,0.939614
185,228,0,0.985638
185,228,1,0.849222
185,228,2,0.791772
186,228,-2,0.947162
186,228,-1,0.972851
186,228,0,0.999063
186,228,1,0.973788
186,228,2,0.917373
187,228,-2,0.822971
187,228,-1,0.914242
187,228,0,0.998721
187,228,1,0.994338
187,228,2,0.926543
188,228,-2,0.564931
188,228,-1,0.675648
188,228,0,0.936568
188,228,1,0.824149
188,228,2,0.856883
184,229,-2,0.322041
184,229,-1,0.243987
184,229,0,0.267553
184,229,1,0.121322
184,229,2,0.0780177
185,229,-2,0.766936
185,229,-1,0.791063
185,229,0,0.911534
185,229,1,0.256114
185,229,2,0.252726
186,229,-2,0.711963
186,229,-1,0.747588
186,229,0,0.973334
186,229,1,0.791442
186,229,2,0.780839
187,229,-2,0.666308
187,229,-1,0.75665
187,229,0,0.959269
187,229,1,0.823799
187,229,2,0.75663
188,229,-2,0.561401
188,229,-1,0.621549
188,229,0,0.730443
188,229,1,0.736298
188,229,2,0.692119
