120,98,-17,0.802665
120,98,-16,0.824455
120,98,-15,0.823004
120,98,-14,0.8334
120,98,-13,0.266765
121,98,-17,0.787115
121,98,-16,0.834093
121,98,-15,0.902771
121,98,-14,0.926327
121,98,-13,0.881258
122,98,-17,0.67509
122,98,-16,0.753654
122,98,-15,0.890453
122,98,-14,0.871508
122,98,-13,0.871495
123,98,-17,0.229218
123,98,-16,0.473804
123,98,-15,0.720765
123,98,-14,0.810662
123,98,-13,0.803371
124,98,-17,0.119962
124,98,-16,0.142353
124,98,-15,0.153509
124,98,-14,0.417308
124,98,-13,0.674761
120,99,-17,0.902577
120,99,-16,0.936655
120,99,-15,0.948891
120,99,-14,0.924607
120,99,-13,0.7564
121,99,-17,0.892803
121,99,-16,0.960951
121,99,-15,0.995673
121,99,-14,0.985803
121,99,-13,0.937497
122,99,-17,0.824131
122,99,-16,0.893273
122,99,-15,0.986011
122,99,-14,0.98667
122,99,-13,0.963032
123,99,-17,0.633396
123,99,-16,0.743469
123,99,-15,0.870389
123,99,-14,0.917367
123,99,-13,0.928087
124,99,-17,0.219813
124,99,-16,0.443085
124,99,-15,0.474616
124,99,-14,0.696006
124,99,-13,0.76491
120,100,-17,0.926641
120,100,-16,0.983274
120,100,-15,0.99473
120,100,-14,0.925648
120,100,-13,0.801304
121,100,-17,0.916675
121,100,-16,0.975288
121,100,-15,0.998744
121,100,-14,0.996206
121,100,-13,0.950554
122,100,-17,0.872287
122,100,-16,0.940797
122,100,-15,0.998862
122,100,-14,0.987574
122,100,-13,0.975015
123,100,-17,0.667134
123,100,-16,0.790851
123,100,-15,0.949065
123,100,-14,0.974281
123,100,-13,0.973978
124,100,-17,0.453606
124,100,-16,0.497812
124,100,-15,0.65362
124,100,-14,0.723935
124,100,-13,0.812626
120,101,-17,0.934291
120,101,-16,0.950417
120,101,-15,0.937897
120,101,-14,0.868171
120,101,-13,0.757678
121,101,-17,0.926763
121,101,-16,0.985623
121,101,-15,0.987791
121,101,-14,0.974024
121,101,-13,0.928801
122,101,-17,0.858813
122,101,-16,0.952823
122,101,-15,0.998359
122,101,-14,0.997978
122,101,-13,0.972751
123,101,-17,0.677987
123,101,-16,0.815044
123,101,-15,0.925761
123,101,-14,0.98423
123,101,-13,0.940113
124,101,-17,0.45352
124,101,-16,0.518645
124,101,-15,0.678832
124,101,-14,0.713477
124,101,-13,0.801892
120,102,-17,0.825736
120,102,-16,0.846188
120,102,-15,0.814234
120,102,-14,0.233209
120,102,-13,0.166295
121,102,-17,0.849656
121,102,-16,0.925959
121,102,-15,0.929795
121,102,-14,0.883013
121,102,-13,0.806032
122,102,-17,0.801069
122,102,-16,0.89389
122,102,-15,0.962396
122,102,-14,0.940115
122,102,-13,0.901382
123,102,-17,0.641628
123,102,-16,0.735515
123,102,-15,0.802564
123,102,-14,0.877255
123,102,-13,0.855923
124,102,-17,0.406148
124,102,-16,0.553303
124,102,-15,0.621411
124,102,-14,0.643743
124,102,-13,0.724809
