160,334,11,0.810861
160,334,12,0.788775
160,334,13,0.200353
160,334,14,0.188571
160,334,15,0.154223
161,334,11,0.880837
161,334,12,0.87174
161,334,13,0.870596
161,334,14,0.743297
161,334,15,0.231964
162,334,11,0.82362
162,334,12,0.903701
162,334,13,0.915111
162,334,14,0.855798
162,334,15,0.754512
163,334,11,0.738301
163,334,12,0.830222
163,334,13,0.856171
163,334,14,0.790387
163,334,15,0.802494
164,334,11,0.21998
164,334,12,0.449106
164,334,13,0.682826
164,334,14,0.719704
164,334,15,0.796188
160,335,11,0.892967
160,335,12,0.848906
160,335,13,0.804265
160,335,14,0.233543
160,335,15,0.154859
161,335,11,0.972124
161,335,12,0.940564
161,335,13,0.951542
161,335,14,0.860143
161,335,15,0.758687
162,335,11,0.913092
162,335,12,0.973623
162,335,13,0.985976
162,335,14,0.973928
162,335,15,0.869716
163,335,11,0.820461
163,335,12,0.87702
163,335,13,0.946417
163,335,14,0.91359
163,335,15,0.89561
164,335,11,0.474914
164,335,12,0.507651
164,335,13,0.77635
164,335,14,0.757383
164,335,15,0.845408
160,336,11,0.949573
160,336,12,0.904871
160,336,13,0.858326
160,336,14,0.266428
160,336,15,0.143913
161,336,11,0.960632
161,336,12,0.987065
161,336,13,0.997594
161,336,14,0.929154
161,336,15,0.858146
162,336,11,0.924608
162,336,12,0.986155
162,336,13,0.998292
162,336,14,0.997046
162,336,15,0.904632
163,336,11,0.795752
163,336,12,0.887472
163,336,13,0.97113
163,336,14,0.948142
163,336,15,0.925179
164,336,11,0.498402
164,336,12,0.542419
164,336,13,0.755852
164,336,14,0.769491
164,336,15,0.847281
160,337,11,0.869525
160,337,12,0.923517
160,337,13,0.836892
160,337,14,0.244726
160,337,15,0.162259
161,337,11,0.935306
161,337,12,0.983908
161,337,13,0.975424
161,337,14,0.915848
161,337,15,0.857787
162,337,11,0.890288
162,337,12,0.961966
162,337,13,0.998049
162,337,14,0.996203
162,337,15,0.92895
163,337,11,0.676204
163,337,12,0.831429
163,337,13,0.922244
163,337,14,0.93483
163,337,15,0.927082
164,337,11,0.430346
164,337,12,0.5398
164,337,13,0.654419
164,337,14,0.73421
164,337,15,0.800412
160,338,11,0.775694
160,338,12,0.751034
160,338,13,0.244268
160,338,14,0.255073
160,338,15,0.111455
161,338,11,0.777073
161,338,12,0.791179
161,338,13,0.857169
161,338,14,0.783995
161,338,15,0.802932
162,338,11,0.723791
162,338,12,0.799458
162,338,13,0.868484
162,338,14,0.902044
162,338,15,0.846657
163,338,11,0.59771
163,338,12,0.66694
163,338,13,0.733734
163,338,14,0.829516
163,338,15,0.82306
164,338,11,0.375435
164,338,12,0.483223
164,338,13,0.562333
164,338,14,0.583581
164,338,15,0.67424
